,Aspect,Opinion,ID,Text,Valence,Arousal,BIOES
72,заправка,необычная,26152:15_1050,"Салат с лососем - большая порция, необычная заправка, вцелом понравилось.",6.9,6.2,"['EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'OPN_B', 'OPN_I', 'OPN_E', 'ASP_B', 'ASP_I', 'ASP_E', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P']"
73,Салат от шеф-повара с курицей,ничего лишнего,26152:16_1051,"Салат от шеф-повара с курицей - ничего лишнего, необычного, но вкусно.",6.33,5.67,"['EMB_O', 'ASP_B', 'ASP_I', 'ASP_I', 'ASP_I', 'ASP_I', 'ASP_I', 'ASP_I', 'ASP_I', 'ASP_I', 'ASP_I', 'ASP_I', 'ASP_E', 'EMB_O', 'OPN_B', 'OPN_I', 'OPN_E', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P']"
74,Тирамису,выше всяких похвал,26152:17_1052,Тирамису - выше всяких похвал.,8.4,7.5,"['EMB_O', 'ASP_B', 'ASP_I', 'ASP_I', 'ASP_E', 'EMB_O', 'OPN_B', 'OPN_I', 'OPN_I', 'OPN_I', 'OPN_I', 'OPN_E', 'EMB_O', 'EMB_O', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P']"
75,крем,Очень нежный,26152:18_1053,"Очень нежный крем, хорошая пропитка.",7.88,7.38,"['EMB_O', 'OPN_B', 'OPN_I', 'OPN_I', 'OPN_E', 'ASP_B', 'ASP_E', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P']"
76,пропитка,хорошая,26152:18_1053,"Очень нежный крем, хорошая пропитка.",6.8,6.2,"['EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'OPN_B', 'OPN_I', 'OPN_E', 'ASP_B', 'ASP_I', 'ASP_E', 'EMB_O', 'EMB_O', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P']"
77,рестораны,Хорошо,26152:20_1054,"Хорошо, что открываются не смотря ни на что, рестораны с качественной кухней и хорошим обслуживанием.",7.0,7.0,"['EMB_O', 'OPN_B', 'OPN_I', 'OPN_E', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'ASP_B', 'ASP_I', 'ASP_E', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P']"
78,кухней,качественной,26152:20_1054,"Хорошо, что открываются не смотря ни на что, рестораны с качественной кухней и хорошим обслуживанием.",7.1,6.4,"['EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'OPN_B', 'OPN_E', 'ASP_B', 'ASP_I', 'ASP_E', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P']"
79,обслуживанием,хорошим,26152:20_1054,"Хорошо, что открываются не смотря ни на что, рестораны с качественной кухней и хорошим обслуживанием.",6.9,6.2,"['EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'OPN_B', 'OPN_I', 'OPN_E', 'ASP_B', 'ASP_I', 'ASP_I', 'ASP_I', 'ASP_E', 'EMB_O', 'EMB_O', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P']"
80,ресторан,замечательный,26284:1_1055,"Мы из Москвы,посетили на выходные Питер и Ваш замечательный ресторан!",7.8,7.4,"['EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'OPN_B', 'OPN_I', 'OPN_I', 'OPN_I', 'OPN_E', 'ASP_B', 'ASP_I', 'ASP_E', 'EMB_O', 'EMB_O', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P']"
81,интерьер,необычно,26284:2_1056,"Понравилось все:и необычно выполненный интерьер,и хорошее обслуживание официантки с рекомендацией блюд,прекрасный вид из окна,и самое главное очень хорошая кухня!!!",7.0,6.38,"['EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'OPN_B', 'OPN_I', 'OPN_E', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'ASP_B', 'ASP_I', 'ASP_E', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P']"
82,обслуживание,хорошее,26284:2_1056,"Понравилось все:и необычно выполненный интерьер,и хорошее обслуживание официантки с рекомендацией блюд,прекрасный вид из окна,и самое главное очень хорошая кухня!!!",6.8,6.2,"['EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'OPN_B', 'OPN_I', 'OPN_E', 'ASP_B', 'ASP_I', 'ASP_I', 'ASP_E', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P']"
83,официантки,хорошее,26284:2_1056,"Понравилось все:и необычно выполненный интерьер,и хорошее обслуживание официантки с рекомендацией блюд,прекрасный вид из окна,и самое главное очень хорошая кухня!!!",6.67,6.0,"['EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'OPN_B', 'OPN_I', 'OPN_E', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'ASP_B', 'ASP_I', 'ASP_I', 'ASP_I', 'ASP_E', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P', 'EMB_P']"
